"","From","To","Type"
"4089","PHY","VTPB","Airport"
"4090","CJM","VTSE","Airport"
"4091","JZH","ZUJZ","Airport"
"4092","SWA","ZGOW","Airport"
"4094","GEO","SYCJ","Airport"
"4095","AGT","SGES","Airport"
"4096","OGL","SYGO","Airport"
"4097","KAI","PKSA","Airport"
"4098","DNH","ZLDH","Airport"
"4099","AOI","LIPY","Airport"
"4102","TCP","HETB","Airport"
"4104","BJV","LTFE","Airport"
"4105","TBJ","DTKA","Airport"
"4106","SAW","LTFJ","Airport"
"4107","SCE","KUNV","Airport"
"4108","BME","YBRM","Airport"
"4109","NTL","YWLM","Airport"
"4111","KLU","LOWK","Airport"
"4114","HFT","ENHF","Airport"
"4115","HVG","ENHV","Airport"
"4116","MEH","ENMH","Airport"
"4117","VDS","ENVD","Airport"
"4119","IKA","OIIE","Airport"
"4120","MHD","OIMM","Airport"
"4122","UIK","UIBS","Airport"
"4125","SPI","KSPI","Airport"
"4127","CEZ","KCEZ","Airport"
"4128","HDN","KHDN","Airport"
"4129","GUP","KGUP","Airport"
"4130","LBL","KLBL","Airport"
"4131","LAA","KLAA","Airport"
"4132","GLD","KGLD","Airport"
"4133","COD","KCOD","Airport"
"4134","HOV","ENOV","Airport"
"4136","ISC","EGHE","Airport"
"4137","SGF","KSGF","Airport"
"4138","NVK","ENNK","Airport"
"4139","BVG","ENBV","Airport"
"4140","FBU","ENFB","Airport"
"4141","NSK","UOOO","Airport"
"4142","AAQ","URKA","Airport"
"4143","JLN","KJLN","Airport"
"4144","ABE","KABE","Airport"
"4145","XNA","KXNA","Airport"
"4146","GUW","UATG","Airport"
"4147","KZO","UAOO","Airport"
"4148","SBN","KSBN","Airport"
"4149","BKA","UUBB","Airport"
"4151","ARH","ULAA","Airport"
"4152","RTW","UWSS","Airport"
"4153","NUX","USMU","Airport"
"4154","NOJ","USRO","Airport"
"4155","SCO","UATE","Airport"
"4156","UCT","UUYH","Airport"
"4157","USK","UUYS","Airport"
"4158","PEX","UUYP","Airport"
"4159","NNM","ULAM","Airport"
"4160","PKV","ULOO","Airport"
"4161","KGP","USRK","Airport"
"4162","KJA","UNKL","Airport"
"4163","KGF","UAKK","Airport"
"4165","URJ","USHU","Airport"
"4167","IWA","UUBI","Airport"
"4168","CGQ","ZYCC","Airport"
"4169","KIJ","RJSN","Airport"
"4170","JON","PJON","Airport"
"4172","ACV","KACV","Airport"
"4174","OAJ","KOAJ","Airport"
"4175","TCL","KTCL","Airport"
"4176","DBQ","KDBQ","Airport"
"4179","ATD","AGAT","Airport"
"4180","AKS","AGGA","Airport"
"4181","BAS","AGGE","Airport"
"4182","FRE","AGGF","Airport"
"4183","MBU","AGGI","Airport"
"4184","IRA","AGGK","Airport"
"4185","SCZ","AGGL","Airport"
"4186","MUA","AGGM","Airport"
"4187","GZO","AGGN","Airport"
"4188","MNY","AGGO","Airport"
"4189","RNL","AGGR","Airport"
"4190","RUS","AGGU","Airport"
"4191","VAO","AGGV","Airport"
"4192","KGE","AGKG","Airport"
"4193","RBV","AGRM","Airport"
"4194","BUA","AYBK","Airport"
"4195","CMU","AYCH","Airport"
"4196","DAU","AYDU","Airport"
"4197","GUR","AYGN","Airport"
"4198","PNP","AYGR","Airport"
"4199","HKN","AYHK","Airport"
"4200","UNG","AYKI","Airport"
"4201","KRI","AYKK","Airport"
"4202","KMA","AYKM","Airport"
"4203","KVG","AYKV","Airport"
"4204","MDU","AYMN","Airport"
"4205","MAS","AYMO","Airport"
"4206","MXH","AYMR","Airport"
"4207","MIS","AYMS","Airport"
"4208","TIZ","AYTA","Airport"
"4209","TBG","AYTB","Airport"
"4210","RAB","AYTK","Airport"
"4211","VAI","AYVN","Airport"
"4212","WBM","AYWD","Airport"
"4214","CNP","BGCO","Airport"
"4218","JSU","BGMQ","Airport"
"4221","NAQ","BGQQ","Airport"
"4222","JHS","BGSS","Airport"
"4223","JUV","BGUK","Airport"
"4224","JQA","BGUQ","Airport"
"4225","GRY","BIGR","Airport"
"4226","THO","BITN","Airport"
"4227","VPN","BIVO","Airport"
"4231","YAA","CAJ4","Airport"
"4232","YWM","CCA6","Airport"
"4233","YFX","CCK4","Airport"
"4234","YHA","CCP4","Airport"
"4235","YRG","CCZ2","Airport"
"4236","YCK","CEB3","Airport"
"4237","YLE","CEM3","Airport"
"4238","SUR","CJV7","Airport"
"4239","YAX","CKB6","Airport"
"4240","WNN","CKL3","Airport"
"4241","YNO","CKQ3","Airport"
"4242","XBE","CNE3","Airport"
"4243","KIF","CNM5","Airport"
"4244","YOG","CNT3","Airport"
"4245","YHP","CPV7","Airport"
"4246","YKU","CSU2","Airport"
"4247","ZTB","CTB6","Airport"
"4248","ZLT","CTU5","Airport"
"4252","YAC","CYAC","Airport"
"4253","YAG","CYAG","Airport"
"4254","XKS","CYAQ","Airport"
"4255","YKG","CYAS","Airport"
"4256","YAT","CYAT","Airport"
"4258","YBE","CYBE","Airport"
"4259","YBX","CYBX","Airport"
"4260","YRF","CYCA","Airport"
"4261","YCS","CYCS","Airport"
"4262","YDP","CYDP","Airport"
"4263","YER","CYER","Airport"
"4264","YFA","CYFA","Airport"
"4265","YFH","CYFH","Airport"
"4266","YMN","CYFT","Airport"
"4267","YGB","CYGB","Airport"
"4268","YGO","CYGO","Airport"
"4269","YGT","CYGT","Airport"
"4270","YGW","CYGW","Airport"
"4271","YGX","CYGX","Airport"
"4272","YGZ","CYGZ","Airport"
"4273","YQC","CYHA","Airport"
"4275","YNS","CYHH","Airport"
"4276","YHO","CYHO","Airport"
"4277","YHR","CYHR","Airport"
"4278","YIK","CYIK","Airport"
"4279","YIV","CYIV","Airport"
"4280","AKV","CYKO","Airport"
"4281","YKQ","CYKQ","Airport"
"4282","YPJ","CYLA","Airport"
"4283","YLC","CYLC","Airport"
"4284","YLH","CYLH","Airport"
"4286","XGR","CYLU","Airport"
"4287","YMH","CYMH","Airport"
"4288","YMT","CYMT","Airport"
"4289","YUD","CYMU","Airport"
"4290","YNC","CYNC","Airport"
"4291","YNE","CYNE","Airport"
"4292","YNL","CYNL","Airport"
"4293","YOH","CYOH","Airport"
"4294","YPH","CYPH","Airport"
"4295","YPM","CYPM","Airport"
"4296","YPO","CYPO","Airport"
"4297","YPW","CYPW","Airport"
"4298","YQD","CYQD","Airport"
"4299","YQN","CYQN","Airport"
"4300","YRA","CYRA","Airport"
"4301","YRL","CYRL","Airport"
"4302","YSF","CYSF","Airport"
"4303","YSK","CYSK","Airport"
"4304","YST","CYST","Airport"
"4305","YTL","CYTL","Airport"
"4306","YVZ","CYVZ","Airport"
"4307","YWP","CYWP","Airport"
"4308","YXN","CYXN","Airport"
"4309","YZG","CYZG","Airport"
"4310","ZAC","CZAC","Airport"
"4311","ILF","CZBD","Airport"
"4312","ZBF","CZBF","Airport"
"4313","ZEM","CZEM","Airport"
"4314","ZFD","CZFD","Airport"
"4315","ZGI","CZGI","Airport"
"4316","ZJN","CZJN","Airport"
"4317","ZKE","CZKE","Airport"
"4318","MSA","CZMD","Airport"
"4319","ZMT","CZMT","Airport"
"4320","ZPB","CZPB","Airport"
"4321","ZRJ","CZRJ","Airport"
"4322","ZSJ","CZSJ","Airport"
"4323","ZTM","CZTM","Airport"
"4324","ZUM","CZUM","Airport"
"4325","ZWL","CZWL","Airport"
"4326","BLJ","DABT","Airport"
"4327","CBH","DAOR","Airport"
"4328","BMW","DATM","Airport"
"4329","ELU","DAUO","Airport"
"4330","KMS","DGSI","Airport"
"4331","HDF","EDAH","Airport"
"4332","HEI","EDXB","Airport"
"4333","HGL","EDXH","Airport"
"4334","SJY","EFSI","Airport"
"4335","NQT","EGBN","Airport"
"4336","DSA","EGCN","Airport"
"4337","CAL","EGEC","Airport"
"4338","EOI","EGED","Airport"
"4339","FIE","EGEF","Airport"
"4340","NRL","EGEN","Airport"
"4341","PPW","EGEP","Airport"
"4342","SOY","EGER","Airport"
"4343","NDY","EGES","Airport"
"4344","LWK","EGET","Airport"
"4345","WRY","EGEW","Airport"
"4346","LEQ","EGHC","Airport"
"4348","VLY","EGOV","Airport"
"4349","BRR","EGPR","Airport"
"4350","CFN","EIDL","Airport"
"4352","CNL","EKSN","Airport"
"4353","LKN","ENLK","Airport"
"4354","OSY","ENNM","Airport"
"4355","MQN","ENRA","Airport"
"4356","RVK","ENRM","Airport"
"4357","RET","ENRS","Airport"
"4358","SDN","ENSD","Airport"
"4359","SOG","ENSG","Airport"
"4360","SVJ","ENSH","Airport"
"4361","SOJ","ENSR","Airport"
"4362","VAW","ENSS","Airport"
"4364","BZG","EPBY","Airport"
"4365","LCJ","EPLL","Airport"
"4366","OSD","ESNZ","Airport"
"4367","HFS","ESOH","Airport"
"4368","KSD","ESOK","Airport"
"4369","TYF","ESST","Airport"
"4370","AGH","ESTA","Airport"
"4371","SQO","ESUD","Airport"
"4372","HMV","ESUT","Airport"
"4375","VNT","EVVA","Airport"
"4376","QRA","FAGM","Airport"
"4377","MQP","FAKN","Airport"
"4378","AAM","FAMD","Airport"
"4379","MBD","FAMM","Airport"
"4380","GNZ","FBGZ","Airport"
"4381","ORP","FBOR","Airport"
"4382","SWX","FBSW","Airport"
"4383","TLD","FBTL","Airport"
"4384","DIS","FCPL","Airport"
"4385","CIP","FLCP","Airport"
"4387","YVA","FMCN","Airport"
"4388","WAQ","FMMG","Airport"
"4389","JVA","FMMK","Airport"
"4390","BMD","FMML","Airport"
"4391","MXT","FMMO","Airport"
"4392","TVA","FMMR","Airport"
"4393","WTA","FMMU","Airport"
"4394","WTS","FMMX","Airport"
"4395","WAM","FMMZ","Airport"
"4396","WPB","FMNG","Airport"
"4398","DWB","FMNO","Airport"
"4399","WMP","FMNP","Airport"
"4401","WMA","FMNX","Airport"
"4402","MJA","FMSJ","Airport"
"4403","CBT","FNCT","Airport"
"4404","DUE","FNDU","Airport"
"4405","VPE","FNGI","Airport"
"4406","MSZ","FNMO","Airport"
"4407","KOU","FOGK","Airport"
"4408","MJL","FOGM","Airport"
"4409","TCH","FOOT","Airport"
"4410","VPY","FQCH","Airport"
"4412","SRH","FTTA","Airport"
"4413","CMK","FWCM","Airport"
"4414","LUD","FYLZ","Airport"
"4415","OND","FYOA","Airport"
"4416","OMD","FYOG","Airport"
"4417","SWP","FYSM","Airport"
"4418","ERS","FYWE","Airport"
"4419","BOA","FZAJ","Airport"
"4420","MAT","FZAM","Airport"
"4421","INO","FZBA","Airport"
"4422","NIO","FZBI","Airport"
"4423","KRZ","FZBT","Airport"
"4424","BSU","FZEN","Airport"
"4425","TSH","FZUK","Airport"
"4426","LJA","FZVA","Airport"
"4427","PFR","FZVS","Airport"
"4430","OUK","EGOU","Airport"
"4432","GMZ","GCGM","Airport"
"4435","BTE","GFBN","Airport"
"4436","KBS","GFBO","Airport"
"4437","KEN","GFKE","Airport"
"4438","OXB","GGOV","Airport"
"4442","SMW","GMMA","Airport"
"4443","VIL","GMMH","Airport"
"4444","ESU","GMMI","Airport"
"4445","EUN","GMML","Airport"
"4446","NDR","GMMW","Airport"
"4447","RAI","GVNP","Airport"
"4448","SFL","GVSF","Airport"
"4449","BCO","HABC","Airport"
"4450","BEI","HABE","Airport"
"4451","DSE","HADC","Airport"
"4452","DEM","HADD","Airport"
"4453","GDE","HAGO","Airport"
"4454","GOR","HAGR","Airport"
"4455","ABK","HAKD","Airport"
"4456","MTF","HAMT","Airport"
"4457","TIE","HATP","Airport"
"4458","ALU","HCMA","Airport"
"4459","BSA","HCMF","Airport"
"4460","MGQ","HCMM","Airport"
"4461","GLK","HCMR","Airport"
"4462","BUO","HCMV","Airport"
"4463","AAC","HEAR","Airport"
"4464","ATZ","HEAT","Airport"
"4465","ASV","HKAM","Airport"
"4466","LKG","HKLK","Airport"
"4467","MYD","HKML","Airport"
"4468","NYK","HKNY","Airport"
"4469","SRX","HLGD","Airport"
"4470","TOB","HLGN","Airport"
"4471","MJI","HLLM","Airport"
"4472","LAQ","HLLQ","Airport"
"4473","ATB","HSAT","Airport"
"4474","UYL","HSNN","Airport"
"4475","PZU","HSPN","Airport"
"4476","BKZ","HTBU","Airport"
"4477","TKQ","HTKA","Airport"
"4478","LDI","HTLI","Airport"
"4479","MUZ","HTMU","Airport"
"4480","SHY","HTSY","Airport"
"4481","TBO","HTTB","Airport"
"4482","RUA","HUAR","Airport"
"4483","ULU","HUGU","Airport"
"4484","DIU","VA1P","Airport"
"4487","ABR","KABR","Airport"
"4488","ABY","KABY","Airport"
"4489","AHN","KAHN","Airport"
"4490","ALM","KALM","Airport"
"4491","ALO","KALO","Airport"
"4492","ALW","KALW","Airport"
"4493","APN","KAPN","Airport"
"4494","ATY","KATY","Airport"
"4495","BFD","KBFD","Airport"
"4496","BFF","KBFF","Airport"
"4497","BKW","KBKW","Airport"
"4498","BQK","KBQK","Airport"
"4499","BRL","KBRL","Airport"
"4500","CEC","KCEC","Airport"
"4501","CGI","KCGI","Airport"
"4502","CIU","KCIU","Airport"
"4503","CKB","KCKB","Airport"
"4504","CLM","KCLM","Airport"
"4505","CMX","KCMX","Airport"
"4506","DDC","KDDC","Airport"
"4507","DUJ","KDUJ","Airport"
"4508","EAU","KEAU","Airport"
"4509","EKO","KEKO","Airport"
"4510","EWB","KEWB","Airport"
"4512","GGW","KGGW","Airport"
"4513","GRI","KGRI","Airport"
"4516","KIO","Q51","Airport"
"4517","IRK","KIRK","Airport"
"4518","JMS","KJMS","Airport"
"4519","LAR","KLAR","Airport"
"4520","LBE","KLBE","Airport"
"4521","LBF","KLBF","Airport"
"4522","LEB","KLEB","Airport"
"4523","LMT","KLMT","Airport"
"4524","LNS","KLNS","Airport"
"4525","LWT","KLWT","Airport"
"4527","MKG","KMKG","Airport"
"4529","MSL","KMSL","Airport"
"4530","OTH","KOTH","Airport"
"4531","OWB","KOWB","Airport"
"4532","PIB","KPIB","Airport"
"4533","PIH","KPIH","Airport"
"4534","PIR","KPIR","Airport"
"4535","PLN","KPLN","Airport"
"4536","PSM","KPSM","Airport"
"4538","RHI","KRHI","Airport"
"4539","RKS","KRKS","Airport"
"4540","RUT","KRUT","Airport"
"4541","SBP","KSBP","Airport"
"4542","SHR","KSHR","Airport"
"4543","SLK","KSLK","Airport"
"4544","SLN","KSLN","Airport"
"4546","TUP","KTUP","Airport"
"4548","VCT","KVCT","Airport"
"4549","VLD","KVLD","Airport"
"4550","WRL","KWRL","Airport"
"4553","ECN","LCEN","Airport"
"4554","RJL","LELO","Airport"
"4555","IDY","LFEY","Airport"
"4556","ANE","LFJR","Airport"
"4557","LTT","LFTZ","Airport"
"4558","JSY","LGSO","Airport"
"4559","PEV","LHPP","Airport"
"4561","SOB","LHSM","Airport"
"4562","AOT","LIMW","Airport"
"4563","QSR","LIRI","Airport"
"4564","CVU","LPCR","Airport"
"4565","BNX","LQBK","Airport"
"4566","USQ","LTBO","Airport"
"4567","KSY","LTCF","Airport"
"4568","SFQ","LTCH","Airport"
"4569","KCM","LTCN","Airport"
"4570","AJI","LTCO","Airport"
"4571","ADF","LTCP","Airport"
"4572","ISE","LTFC","Airport"
"4573","EDO","LTFD","Airport"
"4574","SZF","LTFH","Airport"
"4577","ILZ","LZZI","Airport"
"4578","GDT","MBGT","Airport"
"4579","MDS","MBMC","Airport"
"4580","SLX","MBSY","Airport"
"4581","AZS","MDCY","Airport"
"4582","JBQ","MDJB","Airport"
"4583","PBR","MGPB","Airport"
"4584","AAZ","MGQZ","Airport"
"4585","UTK","03N","Airport"
"4594","MJB","Q30","Airport"
"4596","NDK","3N0","Airport"
"4598","UIT","N55","Airport"
"4600","WTE","N36","Airport"
"4602","AHS","MHAH","Airport"
"4603","PEU","MHPL","Airport"
"4604","MIJ","MLIP","Airport"
"4605","CYW","MMCY","Airport"
"4606","CUA","MMDA","Airport"
"4607","GUB","MMGR","Airport"
"4608","JAL","MMJA","Airport"
"4609","CTD","MPCE","Airport"
"4610","ONX","MPEJ","Airport"
"4611","JQE","MPJE","Airport"
"4612","PLP","MPLP","Airport"
"4613","TTQ","MRAO","Airport"
"4614","BCL","MRBC","Airport"
"4616","PBP","MRIA","Airport"
"4617","PJM","MRPJ","Airport"
"4618","SYQ","MRPV","Airport"
"4620","JEE","MTJE","Airport"
"4621","PAX","MTPX","Airport"
"4623","TND","MUTD","Airport"
"4624","SCX","MM57","Train"
"4626","COX","MYAK","Airport"
"4627","ATC","MYCA","Airport"
"4628","TBI","MYCB","Airport"
"4629","CRI","MYCI","Airport"
"4630","PID","MYPI","Airport"
"4631","AIU","NCAT","Airport"
"4632","MGS","NCMG","Airport"
"4633","MHX","NCMH","Airport"
"4634","MUK","NCMK","Airport"
"4635","MOI","NCMR","Airport"
"4636","PYE","NCPY","Airport"
"4637","ICI","NFCI","Airport"
"4638","PTF","NFFO","Airport"
"4639","KDV","NFKD","Airport"
"4640","MNF","NFMA","Airport"
"4641","MFJ","NFMO","Airport"
"4642","NGI","NFNG","Airport"
"4643","LKB","NFNK","Airport"
"4644","LBS","NFNL","Airport"
"4645","TVU","NFNM","Airport"
"4646","KXF","NFNO","Airport"
"4647","RTA","NFNR","Airport"
"4648","SVU","NFNS","Airport"
"4649","EUA","NFTE","Airport"
"4650","HPA","NFTL","Airport"
"4651","NFO","NFTO","Airport"
"4652","NTT","NFTP","Airport"
"4653","VBV","NFVB","Airport"
"4654","IUE","NIUE","Airport"
"4655","FUT","NLWF","Airport"
"4657","MXS","NSMA","Airport"
"4658","APK","NTGD","Airport"
"4659","AHE","NTHE","Airport"
"4660","AUQ","NTMN","Airport"
"4661","UAP","NTMP","Airport"
"4662","UAH","NTMU","Airport"
"4663","MTV","NVSA","Airport"
"4664","SLH","NVSC","Airport"
"4666","EAE","NVSE","Airport"
"4667","CCV","NVSF","Airport"
"4668","LOD","NVSG","Airport"
"4669","SSR","NVSH","Airport"
"4670","PBJ","NVSI","Airport"
"4671","LPM","NVSL","Airport"
"4672","LNB","NVSM","Airport"
"4673","MWF","NVSN","Airport"
"4674","LNE","NVSO","Airport"
"4675","NUS","NVSP","Airport"
"4676","ZGU","NVSQ","Airport"
"4677","RCL","NVSR","Airport"
"4678","SON","NVSS","Airport"
"4679","TGH","NVST","Airport"
"4680","ULB","NVSU","Airport"
"4681","VLS","NVSV","Airport"
"4682","SWJ","NVSX","Airport"
"4683","OLJ","NVSZ","Airport"
"4684","AUY","NVVA","Airport"
"4685","AWD","NVVB","Airport"
"4686","DLY","NVVD","Airport"
"4687","FTA","NVVF","Airport"
"4688","IPA","NVVI","Airport"
"4689","TGJ","NWWA","Airport"
"4690","BMY","NWWC","Airport"
"4691","ILP","NWWE","Airport"
"4692","FBD","OAFZ","Airport"
"4694","AJF","OESK","Airport"
"4695","WAE","OEWD","Airport"
"4696","KHD","OICK","Airport"
"4697","BXR","OIKM","Airport"
"4698","RJN","OIKR","Airport"
"4699","BJB","OIMN","Airport"
"4700","AFZ","OIMS","Airport"
"4701","NSH","OINN","Airport"
"4702","SRY","OINZ","Airport"
"4703","LRR","OISL","Airport"
"4704","ADU","OITL","Airport"
"4705","OMH","OITR","Airport"
"4706","AAN","OMAL","Airport"
"4707","BNP","OPBN","Airport"
"4708","BHV","OPBW","Airport"
"4709","CJL","OPCH","Airport"
"4710","DBA","OPDB","Airport"
"4711","DEA","OPDG","Airport"
"4712","DSK","OPDI","Airport"
"4713","JIW","OPJI","Airport"
"4714","HDD","OPKD","Airport"
"4715","KDD","OPKH","Airport"
"4716","ORW","OPOR","Airport"
"4717","PAJ","OPPC","Airport"
"4718","KDU","OPSD","Airport"
"4719","SYW","OPSN","Airport"
"4720","TUK","OPTU","Airport"
"4721","ISU","ORSU","Airport"
"4722","KAC","OSKL","Airport"
"4723","GXF","OYSY","Airport"
"4728","ADK","PADK","Airport"
"4729","GST","PAGS","Airport"
"4730","SGY","PAGY","Airport"
"4731","HCR","PAHC","Airport"
"4732","HNS","PAHN","Airport"
"4733","KLG","PALG","Airport"
"4734","MCG","PAMC","Airport"
"4735","MOU","PAMO","Airport"
"4736","ANI","PANI","Airport"
"4737","VAK","PAVA","Airport"
"4738","WRG","PAWG","Airport"
"4751","OPU","AYBM","Airport"
"4755","VMU","AYBA","Airport"
"4758","LUP","PHLU","Airport"
"4759","ENT","PKMA","Airport"
"4760","LZN","RCFG","Airport"
"4761","HCN","RCKW","Airport"
"4762","MFK","RCMT","Airport"
"4763","KUH","RJCK","Airport"
"4764","OKD","RJCO","Airport"
"4765","HSG","RJFS","Airport"
"4766","NKM","RJNA","Airport"
"4767","IWJ","RJOW","Airport"
"4768","FKS","RJSF","Airport"
"4769","ONJ","RJSR","Airport"
"4770","SYO","RJSY","Airport"
"4771","MYE","RJTQ","Airport"
"4775","YNY","RKNY","Airport"
"4776","HIN","RKPS","Airport"
"4777","CJJ","RKTU","Airport"
"4778","SFS","RPLB","Airport"
"4779","CYU","RPLO","Airport"
"4781","CGM","RPMH","Airport"
"4782","JOL","RPMJ","Airport"
"4783","TWT","RPMN","Airport"
"4784","SUG","RPMS","Airport"
"4785","TDG","RPMW","Airport"
"4786","WNP","RPUN","Airport"
"4787","BSO","RPUO","Airport"
"4788","SFE","RPUS","Airport"
"4789","TUG","RPUT","Airport"
"4790","VRC","RPUV","Airport"
"4791","CYP","RPVC","Airport"
"4792","CRM","RPVF","Airport"
"4793","MBT","RPVJ","Airport"
"4794","RXS","RPVR","Airport"
"4795","TTG","SAST","Airport"
"4796","LHS","SAVH","Airport"
"4797","OES","SAVN","Airport"
"4798","ING","SAWA","Airport"
"4799","GGS","SAWR","Airport"
"4800","SST","SAZL","Airport"
"4801","NEC","SAZO","Airport"
"4802","JDO","SBJU","Airport"
"4803","LEC","SBLE","Airport"
"4804","MEA","SBME","Airport"
"4805","MII","SBML","Airport"
"4806","VDC","SBQV","Airport"
"4807","RIA","SBSM","Airport"
"4808","TOW","SBTD","Airport"
"4809","ESR","SCES","Airport"
"4810","ZPC","SCPC","Airport"
"4811","SOD","SDCO","Airport"
"4812","SCY","SEST","Airport"
"4813","LOH","SETM","Airport"
"4814","ESM","SETN","Airport"
"4815","PSY","SFAL","Airport"
"4816","CRC","SKGO","Airport"
"4818","LQM","SKLG","Airport"
"4819","LPD","SKLP","Airport"
"4820","NQU","SKNQ","Airport"
"4821","PDA","SKPD","Airport"
"4822","EYP","SKYP","Airport"
"4823","GYA","SLGY","Airport"
"4824","PUR","SLPR","Airport"
"4825","RIB","SLRI","Airport"
"4826","REY","SLRY","Airport"
"4827","SRJ","SLSB","Airport"
"4828","ORG","SMZO","Airport"
"4829","MVS","SNMU","Airport"
"4833","CJA","SPJR","Airport"
"4834","HUU","SPNC","Airport"
"4835","NZC","SPZA","Airport"
"4836","SRA","SSZR","Airport"
"4838","MYC","SVBS","Airport"
"4839","VIG","SVVG","Airport"
"4840","JPR","SWJI","Airport"
"4841","BBQ","TAPH","Airport"
"4842","DSD","TFFA","Airport"
"4843","BBR","TFFB","Airport"
"4844","SFC","TFFC","Airport"
"4845","GBJ","TFFM","Airport"
"4846","NEV","TKPN","Airport"
"4847","VIJ","TUPW","Airport"
"4848","BQU","TVSB","Airport"
"4849","UNI","TVSU","Airport"
"4850","KOV","UACK","Airport"
"4851","PPK","UACP","Airport"
"4852","DZN","UAKD","Airport"
"4853","UKK","UASK","Airport"
"4854","KSN","UAUU","Airport"
"4855","KVD","UBBG","Airport"
"4856","NAJ","UBBN","Airport"
"4857","NER","UELL","Airport"
"4858","PYJ","UERP","Airport"
"4859","CKH","UESO","Airport"
"4860","CYX","UESS","Airport"
"4861","IKS","UEST","Airport"
"4863","KXK","UHKK","Airport"
"4864","DYR","UHMA","Airport"
"4865","OHO","UHOO","Airport"
"4866","UJE","UJAP","Airport"
"4867","MPW","UKCM","Airport"
"4868","VSG","UKCW","Airport"
"4869","OZH","UKDE","Airport"
"4870","KWG","UKDR","Airport"
"4871","HRK","UKHH","Airport"
"4872","IFO","UKLI","Airport"
"4873","CWC","UKLN","Airport"
"4874","RWN","UKLR","Airport"
"4875","UDJ","UKLU","Airport"
"4876","CSH","ULAS","Airport"
"4877","CEE","ULBC","Airport"
"4878","AMV","ULDD","Airport"
"4879","KSZ","ULKK","Airport"
"4880","PES","ULPB","Airport"
"4881","GNA","UMMG","Airport"
"4882","MVQ","UMOO","Airport"
"4883","EIE","UNII","Airport"
"4884","KYZ","UNKY","Airport"
"4885","NOZ","UNWW","Airport"
"4886","HTG","UOHH","Airport"
"4887","IAA","UOII","Airport"
"4889","NAL","URMN","Airport"
"4890","OGZ","URMO","Airport"
"4891","ESL","URWI","Airport"
"4892","WKK","5A8","Airport"
"4893","BKX","BKX","Airport"
"4894","BLF","KBLF","Airport"
"4895","EAR","EAR","Airport"
"4896","GLH","KGLH","Airport"
"4898","IGM","IGM","Airport"
"4899","PSC","KPSC","Airport"
"4901","SVC","SVC","Airport"
"4902","LPS","S31","Airport"
"4903","SLY","USDD","Airport"
"4904","HMA","USHH","Airport"
"4905","NYA","USHN","Airport"
"4906","OVS","USHS","Airport"
"4907","IJK","USII","Airport"
"4908","KVX","USKK","Airport"
"4909","NYM","USMM","Airport"
"4910","RAT","USNR","Airport"
"4911","NFG","USRN","Airport"
"4912","KRO","USUU","Airport"
"4913","LBD","UTDL","Airport"
"4914","AZN","UTKA","Airport"
"4915","FEG","UTKF","Airport"
"4916","NMA","UTKN","Airport"
"4917","NCU","UTNN","Airport"
"4918","UGC","UTNU","Airport"
"4919","KSQ","UTSL","Airport"
"4920","TMJ","UTST","Airport"
"4921","RYB","UUBK","Airport"
"4922","EGO","UUOB","Airport"
"4923","URS","UUOK","Airport"
"4924","LPK","UUOL","Airport"
"4925","VKT","UUYW","Airport"
"4926","UUA","UWKB","Airport"
"4927","JOK","UWKJ","Airport"
"4928","CSY","UWKS","Airport"
"4929","ULY","UWLW","Airport"
"4930","OSW","UWOR","Airport"
"4931","PEZ","UWPP","Airport"
"4932","SKX","UWPS","Airport"
"4933","BWO","UWSB","Airport"
"4934","HBX","VAHB","Airport"
"4935","KCT","VCCK","Airport"
"4936","WRZ","VCCW","Airport"
"4937","BBM","VDBG","Airport"
"4938","SHL","VEBI","Airport"
"4939","GAU","VEGT","Airport"
"4940","DMU","VEMR","Airport"
"4941","TEZ","VETZ","Airport"
"4942","BZL","VGBR","Airport"
"4943","HOE","VLHS","Airport"
"4945","BHR","VNBP","Airport"
"4946","BDP","VNCG","Airport"
"4947","MEY","VNMG","Airport"
"4948","KEP","VNNG","Airport"
"4949","GAN","VRMG","Airport"
"4950","HAQ","VRMH","Airport"
"4951","KDO","VRMK","Airport"
"4952","MAQ","VTPM","Airport"
"4953","BMV","VVBM","Airport"
"4954","HPH","VVCI","Airport"
"4955","CXR","VVCR","Airport"
"4956","VCS","VVCS","Airport"
"4957","VCA","VVCT","Airport"
"4958","DIN","VVDB","Airport"
"4959","UIH","VVPC","Airport"
"4960","PXU","VVPK","Airport"
"4961","VII","VVVH","Airport"
"4962","BMO","VYBM","Airport"
"4963","TVY","VYDW","Airport"
"4964","KAW","VYKT","Airport"
"4965","LIW","VYLK","Airport"
"4966","MNU","VYMM","Airport"
"4967","BSX","VYPN","Airport"
"4968","PKK","VYPU","Airport"
"4969","SWQ","WADS","Airport"
"4970","TMC","WADT","Airport"
"4971","BUI","WAJB","Airport"
"4972","SEH","WAJS","Airport"
"4973","TJS","WALG","Airport"
"4974","DTD","WALJ","Airport"
"4975","BEJ","WALK","Airport"
"4976","TJG","WAON","Airport"
"4977","SMQ","WAOS","Airport"
"4978","LUV","WAPL","Airport"
"4979","ARD","WATM","Airport"
"4980","BLG","WBGC","Airport"
"4981","LGL","WBGF","Airport"
"4982","ODN","WBGI","Airport"
"4983","MKM","WBGK","Airport"
"4984","BKM","WBGQ","Airport"
"4985","LWY","WBGW","Airport"
